,LATITUDE,LONGITUDE,DATE,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE
282,43.663145,-79.39269,2006/07/13 04:00:00+00,,1.0,1.0,
283,43.663145,-79.39269,2006/07/13 04:00:00+00,,1.0,1.0,
284,43.647845000000004,-79.39599,2006/07/13 04:00:00+00,1.0,,,
285,43.647845000000004,-79.39599,2006/07/13 04:00:00+00,1.0,,,
286,43.647845000000004,-79.39599,2006/07/13 04:00:00+00,1.0,,,
287,43.649645,-79.43139000000001,2006/07/14 04:00:00+00,,1.0,1.0,
288,43.649645,-79.43139000000001,2006/07/14 04:00:00+00,,1.0,1.0,
289,43.649645,-79.43139000000001,2006/07/14 04:00:00+00,,1.0,1.0,
290,43.642845,-79.57469,2006/07/14 04:00:00+00,1.0,,,
291,43.642845,-79.57469,2006/07/14 04:00:00+00,1.0,,,
292,43.642845,-79.57469,2006/07/14 04:00:00+00,1.0,,,
293,43.702745,-79.41739,2006/07/14 04:00:00+00,,,1.0,
294,43.702745,-79.41739,2006/07/14 04:00:00+00,,,1.0,
295,43.702745,-79.41739,2006/07/14 04:00:00+00,,,1.0,
296,43.710745,-79.37709,2006/07/16 04:00:00+00,,,1.0,
297,43.710745,-79.37709,2006/07/16 04:00:00+00,,,1.0,
298,43.710745,-79.37709,2006/07/16 04:00:00+00,,,1.0,
299,43.710745,-79.37709,2006/07/16 04:00:00+00,,,1.0,
300,43.646445,-79.40379,2006/07/17 04:00:00+00,,,1.0,1.0
301,43.646445,-79.40379,2006/07/17 04:00:00+00,,,1.0,1.0
302,43.752445,-79.40809,2006/07/18 04:00:00+00,,,1.0,
303,43.752445,-79.40809,2006/07/18 04:00:00+00,,,1.0,
304,43.752445,-79.40809,2006/07/18 04:00:00+00,,,1.0,
305,43.752445,-79.40809,2006/07/18 04:00:00+00,,,1.0,
306,43.752445,-79.40809,2006/07/18 04:00:00+00,,,1.0,
307,43.722345000000004,-79.59789,2006/04/12 04:00:00+00,1.0,,1.0,
308,43.763445000000004,-79.29139,2006/02/03 05:00:00+00,1.0,,1.0,
309,43.795445,-79.41939,2006/08/08 04:00:00+00,1.0,,1.0,
310,43.722345000000004,-79.59789,2006/04/12 04:00:00+00,1.0,,1.0,
311,43.699595,-79.318797,2006/01/01 05:00:00+00,,,1.0,
312,43.763445000000004,-79.29139,2006/02/03 05:00:00+00,1.0,,1.0,
313,43.663745,-79.49039,2006/02/07 05:00:00+00,1.0,,1.0,
314,43.663745,-79.49039,2006/02/07 05:00:00+00,1.0,,1.0,
315,43.657845,-79.47909,2006/02/08 05:00:00+00,1.0,,1.0,
316,43.657845,-79.47909,2006/02/08 05:00:00+00,1.0,,1.0,
317,43.686745,-79.59559,2006/02/08 05:00:00+00,1.0,,1.0,
318,43.686745,-79.59559,2006/02/08 05:00:00+00,1.0,,1.0,
319,43.752745000000004,-79.32639,2006/02/11 05:00:00+00,,1.0,1.0,
320,43.752745000000004,-79.32639,2006/02/11 05:00:00+00,,1.0,1.0,
321,43.735945,-79.26949,2006/02/12 05:00:00+00,,,1.0,
322,43.735945,-79.26949,2006/02/12 05:00:00+00,,,1.0,
323,43.735945,-79.26949,2006/02/12 05:00:00+00,,,1.0,
324,43.735945,-79.26949,2006/02/12 05:00:00+00,,,1.0,
325,43.735945,-79.26949,2006/02/12 05:00:00+00,,,1.0,
326,43.735945,-79.26949,2006/02/12 05:00:00+00,,,1.0,
327,43.682345,-79.34609,2006/02/12 05:00:00+00,,,1.0,
328,43.682345,-79.34609,2006/02/12 05:00:00+00,,,1.0,
329,43.682345,-79.34609,2006/02/12 05:00:00+00,,,1.0,
330,43.682345,-79.34609,2006/02/12 05:00:00+00,,,1.0,
331,43.682345,-79.34609,2006/02/12 05:00:00+00,,,1.0,
332,43.682345,-79.34609,2006/02/12 05:00:00+00,,,1.0,
333,43.712545,-79.30039000000001,2006/02/13 05:00:00+00,1.0,,1.0,
334,43.712545,-79.30039000000001,2006/02/13 05:00:00+00,1.0,,1.0,
335,43.712545,-79.30039000000001,2006/02/13 05:00:00+00,1.0,,1.0,
336,43.688345,-79.48289,2006/02/14 05:00:00+00,,,1.0,
337,43.688345,-79.48289,2006/02/14 05:00:00+00,,,1.0,
338,43.688345,-79.48289,2006/02/14 05:00:00+00,,,1.0,
339,43.688345,-79.48289,2006/02/14 05:00:00+00,,,1.0,
340,43.688345,-79.48289,2006/02/14 05:00:00+00,,,1.0,
341,43.688345,-79.48289,2006/02/14 05:00:00+00,,,1.0,
342,43.687345,-79.34469,2006/02/15 05:00:00+00,1.0,,,
343,43.687345,-79.34469,2006/02/15 05:00:00+00,1.0,,,
344,43.687345,-79.34469,2006/02/15 05:00:00+00,1.0,,,
345,43.725545000000004,-79.56009,2006/02/16 05:00:00+00,,,1.0,
346,43.725545000000004,-79.56009,2006/02/16 05:00:00+00,,,1.0,
347,43.662545,-79.42979,2006/02/16 05:00:00+00,1.0,,1.0,
348,43.662545,-79.42979,2006/02/16 05:00:00+00,1.0,,1.0,
349,43.662545,-79.42979,2006/02/16 05:00:00+00,1.0,,1.0,
350,43.713045,-79.36719000000001,2006/02/19 05:00:00+00,1.0,,1.0,
351,43.713045,-79.36719000000001,2006/02/19 05:00:00+00,1.0,,1.0,
352,43.638245,-79.43109,2006/02/20 05:00:00+00,,,1.0,
353,43.638245,-79.43109,2006/02/20 05:00:00+00,,,1.0,
354,43.808145,-79.21999,2006/02/20 05:00:00+00,1.0,,1.0,
355,43.808145,-79.21999,2006/02/20 05:00:00+00,1.0,,1.0,
356,43.808145,-79.21999,2006/02/20 05:00:00+00,1.0,,1.0,
357,43.740545000000004,-79.43479,2006/02/21 05:00:00+00,1.0,,1.0,
358,43.740545000000004,-79.43479,2006/02/21 05:00:00+00,1.0,,1.0,
359,43.628045,-79.55889,2006/02/23 05:00:00+00,,,1.0,
360,43.628045,-79.55889,2006/02/23 05:00:00+00,,,1.0,
361,43.628045,-79.55889,2006/02/23 05:00:00+00,,,1.0,
362,43.693745,-79.42259,2006/02/23 05:00:00+00,1.0,,1.0,
363,43.693745,-79.42259,2006/02/23 05:00:00+00,1.0,,1.0,
364,43.666045000000004,-79.58769000000001,2006/02/24 05:00:00+00,1.0,,1.0,
365,43.666045000000004,-79.58769000000001,2006/02/24 05:00:00+00,1.0,,1.0,
366,43.666045000000004,-79.58769000000001,2006/02/24 05:00:00+00,1.0,,1.0,
367,43.671845000000005,-79.39539,2006/02/25 05:00:00+00,1.0,,1.0,
368,43.671845000000005,-79.39539,2006/02/25 05:00:00+00,1.0,,1.0,
369,43.671845000000005,-79.39539,2006/02/25 05:00:00+00,1.0,,1.0,
370,43.650445,-79.43979,2006/02/26 05:00:00+00,,,1.0,
371,43.650445,-79.43979,2006/02/26 05:00:00+00,,,1.0,
372,43.650445,-79.43979,2006/02/26 05:00:00+00,,,1.0,
373,43.650445,-79.43979,2006/02/26 05:00:00+00,,,1.0,
